"rank","film_id","title","rental_duration","replacement_cost","rental_rate","breakeven_time_of_rental","rate_of_return","breakeven_day","total_sales_excepted_by_film","total_count_by_film","actor_list"
"148",878,"Teen Apollo",3,"25.99","4.99","5.21","0.19","16","84.83","17","Milla Peck, Nick Stallone, Carmen Hunt, Greg Chaplin, River Dean"
"148",803,"Slacker Liaisons",7,"29.99","4.99","6.01","0.17","43","84.83","17",NULL
"148",510,"Lawless Vision",6,"29.99","4.99","6.01","0.17","37","84.83","17","Joe Swank, Bob Fawcett, Penelope Pinkett, Michael Bolger"
"148",691,"Poseidon Forever",6,"29.99","4.99","6.01","0.17","37","84.83","17","Jennifer Davis, Grace Mostel, Sandra Kilmer, Penelope Monroe, Ewan Gooding, Reese West"
"148",512,"League Hellfighters",5,"25.99","4.99","5.21","0.19","27","84.83","17","Jessica Bailey, Kirsten Akroyd, Kenneth Torn, Jim Mostel, Albert Johansson, Cuba Birch"
"148",944,"Virgin Daisy",6,"29.99","4.99","6.01","0.17","37","84.83","17","Dan Torn, Alec Wayne, Nick Stallone, Julia Barrymore, Cameron Wray, Spencer Depp, Cate Mcqueen, Nick Degeneres"
"167",356,"Giant Troopers",5,"10.99","2.99","3.68","0.27","19","83.72","28","Matthew Leigh"
"167",305,"Fatal Haunted",6,"24.99","2.99","8.36","0.12","51","83.72","28","Milla Peck, Jodie Degeneres, Angela Hudson, Morgan Mcdormand, Fay Winslet, Will Wilson"
"169",958,"Wardrobe Phantom",6,"19.99","2.99","6.69","0.15","41","80.73","27","Nick Wahlberg, Kirk Jovovich, Angelina Astaire, Walter Torn, Warren Nolte, River Dean, Gregory Gooding, Thora Temple"
"169",698,"Princess Giant",3,"29.99","2.99","10.03","0.10","31","80.73","27","Christian Akroyd, Adam Hopper, Meryl Gibson, Humphrey Willis, Ed Guiness"
"169",349,"Gangs Pride",4,"27.99","2.99","9.36","0.11","38","80.73","27","Elvis Marx, Frances Day-Lewis, Fay Wood, Kenneth Hoffman"
"169",78,"Blackout Private",7,"12.99","2.99","4.34","0.23","31","80.73","27","Sandra Kilmer, Cary Mcconaughey, Cameron Zellweger, Kenneth Hoffman, Matthew Carrey"
"169",638,"Operation Operation",7,"23.99","2.99","8.02","0.12","57","80.73","27","Christian Akroyd, Adam Grant, Gregory Gooding"
"169",135,"Chance Resurrection",3,"22.99","2.99","7.69","0.13","24","80.73","27","Milla Peck, Christian Akroyd, Ben Willis, Whoopi Hurt, Angela Witherspoon, Meryl Allen"
"169",468,"Invasion Cyclone",5,"12.99","2.99","4.34","0.23","22","80.73","27","Woody Jolie, Renee Tracy, Scarlett Bening, Frances Tomei, Emily Dee, Jayne Nolte, Ed Guiness"
"169",835,"Spy Mile",6,"13.99","2.99","4.68","0.21","29","80.73","27","Woody Hoffman, Johnny Cage, Henry Berry, Ellen Presley, Jim Mostel, Sidney Crowe, Whoopi Hurt, Greta Malden"
"177",570,"Mermaid Insects",5,"20.99","4.99","4.21","0.24","22","79.84","16","Frances Day-Lewis, Spencer Peck, Warren Jackman, Ewan Gooding, Geoffrey Heston, Mary Keitel"
"177",141,"Chicago North",6,"11.99","4.99","2.40","0.42","15","79.84","16","Mae Hoffman, Cuba Allen, Liza Bergman, Kevin Garland, River Dean, Meryl Gibson, Burt Temple, Jayne Silverstone"
"177",708,"Quills Bull",4,"19.99","4.99","4.01","0.25","17","79.84","16","Fay Winslet, Lisa Monroe, Audrey Bailey, John Suvari"
"177",260,"Dude Blindness",3,"9.99","4.99","2.00","0.50","6","79.84","16","Sandra Peck, Val Bolger, Groucho Sinatra, Ralph Cruz, Scarlett Damon, Scarlett Bening, Angela Witherspoon"
"177",908,"Trap Guys",3,"11.99","4.99","2.40","0.42","8","79.84","16","Vivien Bergen, Woody Hoffman, Kenneth Pesci, Albert Nolte, Humphrey Willis, William Hackman, Bela Walken"
"177",392,"Hall Cassidy",5,"13.99","4.99","2.80","0.36","14","79.84","16","Johnny Lollobrigida, Rip Crawford, Cameron Wray, Gina Degeneres, Jayne Silverstone"
"177",980,"Wizard Coldblooded",4,"12.99","4.99","2.60","0.38","11","79.84","16","Penelope Guiness, Christian Gable, Tim Hackman, Parker Goldberg, Anne Cronyn, Mena Temple, Ray Johansson, Susan Davis, Walter Torn"
"177",666,"Paycheck Wait",4,"27.99","4.99","5.61","0.18","23","79.84","16","Gary Penn, Russell Bacall, Liza Bergman"
"177",686,"Pluto Oleander",5,"9.99","4.99","2.00","0.50","10","79.84","16","Kirsten Paltrow, Ben Willis, Kirsten Akroyd, Chris Bridges, Sidney Crowe, Harrison Bale, Ed Mansfield"
"177",749,"Rules Human",6,"19.99","4.99","4.01","0.25","25","79.84","16","Penelope Guiness, Dustin Tautou, Cary Mcconaughey, Kevin Garland, Harvey Hope"
"177",226,"Destiny Saturday",4,"20.99","4.99","4.21","0.24","17","79.84","16","Nick Wahlberg, Sandra Kilmer, Kevin Bloom, Alec Wayne, Dan Harris, Mary Tandy, Emily Dee"
"177",969,"West Lion",4,"29.99","4.99","6.01","0.17","25","79.84","16","Zero Cage, Cameron Streep, Sean Williams, Cary Mcconaughey, Morgan Hopkins, Cuba Allen, Albert Johansson, Humphrey Garland, Gregory Gooding"
"177",165,"Coldblooded Darling",7,"27.99","4.99","5.61","0.18","40","79.84","16","Bette Nicholson, Lucille Tracy, Ben Willis, Gina Degeneres"
"177",170,"Command Darling",5,"28.99","4.99","5.81","0.17","30","79.84","16","Grace Mostel, Burt Posey, Kenneth Pesci, Liza Bergman, Rita Reynolds, Ewan Gooding, Geoffrey Heston, Meryl Gibson"
"177",179,"Conquerer Nuts",4,"14.99","4.99","3.00","0.33","12","79.84","16","Matthew Johansson, Kirsten Paltrow, Kevin Bloom, Henry Berry, Cameron Zellweger, John Suvari"
"177",203,"Daisy Menagerie",5,"9.99","4.99","2.00","0.50","10","79.84","16","Johnny Lollobrigida, Uma Wood, Goldie Brody, Jodie Degeneres, Carmen Hunt, Milla Keitel, Minnie Kilmer"
"177",739,"Rocky War",4,"17.99","4.99","3.61","0.28","15","79.84","16","Sissy Sobieski, Penelope Cronyn, Renee Tracy"
"177",44,"Attacks Hate",5,"21.99","4.99","4.41","0.23","23","79.84","16","Dan Torn, Milla Keitel, Groucho Dunst, Burt Temple"
"177",123,"Casablanca Super",6,"22.99","4.99","4.61","0.22","28","79.84","16","Kirsten Akroyd, Walter Torn, Angela Witherspoon, Reese West"
"177",956,"Wanda Chamber",7,"23.99","4.99","4.81","0.21","34","79.84","16","Burt Dukakis, Adam Grant, Sean Williams, Milla Keitel, Matthew Leigh, Dan Streep, Gene Mckellen"
"197",234,"Disturbing Scarface",6,"27.99","2.99","9.36","0.11","57","77.74","26","Angelina Astaire, Kenneth Pesci, Julianne Dench, Audrey Bailey"
"197",397,"Hanky October",5,"26.99","2.99","9.03","0.11","46","77.74","26","Richard Penn, Olympia Pfeiffer, Lisa Monroe"
"197",181,"Contact Anonymous",7,"10.99","2.99","3.68","0.27","26","77.74","26","Mena Temple, Christopher Berry, Morgan Hopkins, Ewan Gooding, Olympia Pfeiffer"
"197",471,"Island Exorcist",7,"23.99","2.99","8.02","0.12","57","77.74","26","Ray Johansson, Angela Hudson, Daryl Crawford"
"197",445,"Hyde Doctor",5,"11.99","2.99","4.01","0.25","21","77.74","26","Cuba Olivier, Lucille Tracy, Jayne Neeson, Burt Posey, Ellen Presley, Gina Degeneres"
"197",572,"Metropolis Coma",4,"9.99","2.99","3.34","0.30","14","77.74","26","Val Bolger, Dustin Tautou, Ray Johansson, Gene Willis, Jim Mostel, Cuba Allen"
"197",773,"Seabiscuit Punk",6,"28.99","2.99","9.70","0.10","59","77.74","26","Adam Grant, Sean Williams, Rock Dukakis"
"197",391,"Half Outfield",6,"25.99","2.99","8.69","0.12","53","77.74","26","Anne Cronyn, Greg Chaplin, Sean Guiness, Harrison Bale, Daryl Crawford, Debbie Akroyd"
"197",554,"Malkovich Pet",6,"22.99","2.99","7.69","0.13","47","77.74","26","Grace Mostel, Matthew Johansson, Jada Ryder, Fay Winslet, Laurence Bullock, Michael Bolger, Reese West"
"206",84,"Boiled Dares",7,"13.99","4.99","2.80","0.36","20","74.85","15","Dan Torn, Tim Hackman, Nick Stallone, Penelope Pinkett, Jim Mostel, Morgan Hopkins, Gregory Gooding, Julia Fawcett"
"206",28,"Anthem Luke",5,"16.99","4.99","3.40","0.29","17","74.85","15","Milla Keitel, Oprah Kilmer"
"206",844,"Steers Armageddon",6,"16.99","4.99","3.40","0.29","21","74.85","15","Dan Harris, Dan Streep, Fay Wood, Oprah Kilmer"
"206",7,"Airplane Sierra",6,"28.99","4.99","5.81","0.17","35","74.85","15","Jim Mostel, Richard Penn, Oprah Kilmer, Mena Hopper, Michael Bolger"
"206",532,"Loser Hustler",5,"28.99","4.99","5.81","0.17","30","74.85","15","Matthew Johansson, Zero Cage, Woody Hoffman, Adam Grant, Vivien Basinger"
"206",272,"Edge Kissing",5,"9.99","4.99","2.00","0.50","10","74.85","15","Jayne Neeson, Angela Witherspoon, Cuba Birch"
"206",420,"Holes Brannigan",7,"27.99","4.99","5.61","0.18","40","74.85","15","Karl Berry, Kevin Bloom, Nick Stallone, Natalie Hopkins, Gary Phoenix, Daryl Wahlberg, Morgan Mcdormand, Dan Streep, Ed Mansfield, Matthew Carrey, Gregory Gooding"
"206",654,"Panky Submarine",4,"19.99","4.99","4.01","0.25","17","74.85","15","Rip Winslet, Michelle Mcconaughey, Spencer Peck, Groucho Dunst, Russell Bacall, Liza Bergman, Salma Nolte, Julia Zellweger"
"206",588,"Model Fish",4,"11.99","4.99","2.40","0.42","10","74.85","15","Uma Wood, Val Bolger, Richard Penn, Gene Hopkins, Meryl Gibson, Harvey Hope, Ed Guiness, Mary Keitel"
"206",68,"Betrayed Rear",5,"26.99","4.99","5.41","0.18","28","74.85","15","Christian Akroyd, Angelina Astaire, Morgan Mcdormand, Nick Degeneres"
"206",446,"Hysterical Grail",5,"19.99","4.99","4.01","0.25","21","74.85","15","Burt Posey, Minnie Zellweger, Charlize Dench, Meg Hawke, Walter Torn, Julianne Dench, Morgan Williams, Lucille Dee, Jayne Nolte"
"206",421,"Holiday Games",7,"10.99","4.99","2.20","0.45","16","74.85","15","Dan Harris, Minnie Zellweger, Spencer Peck, Meryl Gibson, Al Garland, Debbie Akroyd"
"206",858,"Submarine Bed",5,"21.99","4.99","4.41","0.23","23","74.85","15","Jennifer Davis, Penelope Pinkett, Christian Akroyd, Ralph Cruz, Sean Guiness, Sidney Crowe, Groucho Dunst, Warren Jackman, Scarlett Bening, Gregory Gooding, Mary Keitel"
"206",655,"Panther Reds",5,"22.99","4.99","4.61","0.22","24","74.85","15","Ben Willis, Susan Davis, Warren Nolte, Gene Hopkins, Harvey Hope"
"206",229,"Devil Desire",6,"12.99","4.99","2.60","0.38","16","74.85","15","Mary Tandy, Kirsten Akroyd, Groucho Dunst, Ed Mansfield, Ewan Gooding"
"221",571,"Metal Armageddon",6,"26.99","2.99","9.03","0.11","55","74.75","25","Johnny Lollobrigida, Uma Wood, Angela Hudson, Gina Degeneres, Albert Johansson, Kenneth Hoffman, Alan Dreyfuss, Michael Bolger"
"221",162,"Clueless Bucket",4,"13.99","2.99","4.68","0.21","19","74.75","25","Uma Wood, Charlize Dench, Gina Degeneres, Cameron Zellweger, Morgan Mcdormand, Adam Hopper, Alan Dreyfuss, Jon Chase"
"221",895,"Tomorrow Hustler",3,"21.99","2.99","7.35","0.14","23","74.75","25","Matthew Johansson, Reese Kilmer, Gary Phoenix, Minnie Zellweger, Matthew Leigh, Geoffrey Heston"
"221",319,"Fish Opus",4,"22.99","2.99","7.69","0.13","31","74.75","25","Parker Goldberg, Laurence Bullock"
"221",880,"Telemark Heartbreakers",6,"9.99","2.99","3.34","0.30","21","74.75","25","Karl Berry, Helen Voight, Julia Mcqueen, Sissy Sobieski, Groucho Sinatra, Sean Guiness, Jayne Nolte, Geoffrey Heston, Vivien Basinger, Harvey Hope, Michael Bolger"
"221",288,"Escape Metropolis",7,"20.99","2.99","7.02","0.14","50","74.75","25","Johnny Lollobrigida, Natalie Hopkins, Frances Tomei, Ed Mansfield"
"221",644,"Oscar Gold",7,"29.99","2.99","10.03","0.10","71","74.75","25","Bob Fawcett, Rip Crawford, Dustin Tautou, Ellen Presley, Harvey Hope, Al Garland"
"221",154,"Clash Freddy",6,"12.99","2.99","4.34","0.23","27","74.75","25","Uma Wood, Vivien Bergen, Helen Voight, Milla Peck, Liza Bergman, Kim Allen, Alan Dreyfuss"
"221",760,"Samurai Lion",5,"21.99","2.99","7.35","0.14","37","74.75","25","Angelina Astaire, Greg Chaplin"
"221",55,"Barbarella Streetcar",6,"27.99","2.99","9.36","0.11","57","74.75","25","Mary Tandy, Cuba Allen, Nick Degeneres, Alan Dreyfuss, Gene Mckellen"
"231",43,"Atlantis Cause",6,"15.99","2.99","5.35","0.19","33","71.76","24","Woody Hoffman, Audrey Olivier, Julianne Dench, Frances Tomei, Greta Keitel, Cate Harris, Chris Depp, Harvey Hope, Cuba Birch"
"231",502,"Knock Warlock",4,"21.99","2.99","7.35","0.14","30","71.76","24","Cuba Olivier, Woody Hoffman, Audrey Olivier, Tom Miranda, Reese Kilmer, Jude Cruise"
"231",476,"Jason Trap",5,"9.99","2.99","3.34","0.30","17","71.76","24","Goldie Brody, Natalie Hopkins, Angela Hudson, Ben Harris, Minnie Kilmer"
"231",447,"Ice Crossing",5,"28.99","2.99","9.70","0.10","49","71.76","24","Mena Temple, Jude Cruise, Christopher Berry, Ewan Gooding, Jayne Nolte, Olympia Pfeiffer"
"231",304,"Fargo Gandhi",3,"28.99","2.99","9.70","0.10","30","71.76","24","Michelle Mcconaughey, Scarlett Damon, Kenneth Pesci, Morgan Williams, Christopher West"
"231",649,"Oz Liaisons",4,"14.99","2.99","5.01","0.20","21","71.76","24","Sandra Kilmer, Penelope Pinkett, Christian Neeson, Sidney Crowe, Warren Jackman, Salma Nolte, Ed Mansfield, Fay Winslet, Groucho Williams, Gene Mckellen, Jayne Silverstone"
"231",443,"Hurricane Affair",6,"11.99","2.99","4.01","0.25","25","71.76","24","Kirsten Akroyd, Russell Bacall, Fay Winslet"
"231",166,"Color Philadelphia",6,"19.99","2.99","6.69","0.15","41","71.76","24","Penelope Guiness, Groucho Dunst, Salma Nolte, Daryl Crawford, Christopher West, Olympia Pfeiffer, John Suvari"
"231",433,"Horn Working",4,"23.99","2.99","8.02","0.12","33","71.76","24","Zero Cage, Anne Cronyn, Christian Neeson, Sean Guiness, Morgan Williams, Jayne Nolte, Will Wilson, Gene Mckellen"
"231",35,"Arachnophobia Rollercoaster",4,"24.99","2.99","8.36","0.12","34","71.76","24","Grace Mostel, Judy Dean, Daryl Wahlberg, Morgan Hopkins, Cuba Allen, Rita Reynolds, Ewan Gooding, Humphrey Garland"
"241",381,"Grinch Massage",7,"25.99","4.99","5.21","0.19","37","69.86","14","Uma Wood, Burt Dukakis, Kirsten Akroyd, Jim Mostel, Warren Jackman, Matthew Carrey"
"241",173,"Confessions Maguire",7,"25.99","4.99","5.21","0.19","37","69.86","14","Grace Mostel, Russell Bacall, Warren Jackman, Audrey Bailey"
"241",968,"Werewolf Lola",6,"19.99","4.99","4.01","0.25","25","69.86","14","Cuba Olivier, Groucho Sinatra, Kenneth Pesci, Gene Willis, Ben Harris, Vivien Basinger, Oprah Kilmer"
"241",219,"Deep Crusade",6,"20.99","4.99","4.21","0.24","26","69.86","14","Tim Hackman, Reese Kilmer, Scarlett Damon, Warren Nolte, Gene Hopkins, Olympia Pfeiffer, Gregory Gooding"
"241",81,"Blindness Gun",6,"29.99","4.99","6.01","0.17","37","69.86","14","Burt Dukakis, Chris Bridges, Adam Hopper"
"241",347,"Games Bowfinger",7,"17.99","4.99","3.61","0.28","26","69.86","14","Julia Mcqueen, Angela Hudson, Rip Winslet, Burt Posey, Matthew Leigh, Frances Tomei, Humphrey Willis, Mary Keitel"
"241",648,"Outlaw Hanky",7,"17.99","4.99","3.61","0.28","26","69.86","14","Elvis Marx, Goldie Brody, Tom Miranda, Christian Neeson, Angelina Astaire, Warren Nolte, Julia Zellweger"
"241",365,"Gold River",4,"21.99","4.99","4.41","0.23","18","69.86","14","Groucho Dunst, Russell Temple"
"241",190,"Creepers Kane",5,"23.99","4.99","4.81","0.21","25","69.86","14","Christopher Berry, Sylvester Dern, Renee Tracy, Scarlett Bening, Jayne Nolte, William Hackman"
"241",277,"Elephant Trojan",4,"24.99","4.99","5.01","0.20","21","69.86","14","Penelope Guiness, Cameron Streep, Val Bolger, Gina Degeneres, Harrison Bale"
"241",455,"Impossible Prejudice",7,"11.99","4.99","2.40","0.42","17","69.86","14","Fred Costner, Rita Reynolds, Chris Depp"
"241",216,"Day Unfaithful",3,"16.99","4.99","3.40","0.29","11","69.86","14","Karl Berry, Minnie Zellweger, Greg Chaplin, Angela Witherspoon, Julia Fawcett"
"241",426,"Home Pity",7,"15.99","4.99","3.20","0.31","23","69.86","14","Kirsten Paltrow, Burt Dukakis, Christian Akroyd, Nick Degeneres, Audrey Bailey, John Suvari"
"241",946,"Virtual Spoilers",3,"14.99","4.99","3.00","0.33","9","69.86","14","Dustin Tautou, Gary Penn, Jon Chase"
"255",645,"Others Soup",7,"18.99","2.99","6.35","0.16","45","68.77","23","Frances Day-Lewis, Natalie Hopkins, Burt Posey, Olympia Pfeiffer"
"255",353,"Gentlemen Stage",6,"22.99","2.99","7.69","0.13","47","68.77","23","Tom Mckellen, Daryl Wahlberg, Morgan Hopkins, Liza Bergman, Rita Reynolds, Greta Malden, Harvey Hope, Ed Guiness"
"255",759,"Salute Apollo",4,"29.99","2.99","10.03","0.10","41","68.77","23","Vivien Bergen, Spencer Depp, Cate Mcqueen, Jada Ryder"
"255",437,"House Dynamite",7,"13.99","2.99","4.68","0.21","33","68.77","23","Natalie Hopkins, Jude Cruise, Meg Hawke, Matthew Leigh, Vivien Basinger, Al Garland, Matthew Carrey, Debbie Akroyd, Michael Bolger"
"255",51,"Balloon Homeward",5,"10.99","2.99","3.68","0.27","19","68.77","23","Parker Goldberg, Mena Temple, Gary Penn, Richard Penn, Renee Ball, Rock Dukakis"
"255",857,"Strictly Scarface",3,"24.99","2.99","8.36","0.12","26","68.77","23","Greg Chaplin, Daryl Crawford, Whoopi Hurt, Alan Dreyfuss"
"255",914,"Trouble Date",6,"13.99","2.99","4.68","0.21","29","68.77","23","Christian Gable, Kevin Bloom, Judy Dean, Kenneth Paltrow, Jada Ryder, Russell Close, Renee Ball, Gregory Gooding"
"255",199,"Cupboard Sinners",4,"29.99","2.99","10.03","0.10","41","68.77","23","Helen Voight, Cameron Streep, Tim Hackman, Christian Akroyd, Spencer Peck, Matthew Leigh, Frances Tomei, Jada Ryder"
"255",665,"Patton Interview",4,"22.99","2.99","7.69","0.13","31","68.77","23","Johnny Lollobrigida, Tom Miranda, Henry Berry, Rip Winslet, Sean Williams, Cate Mcqueen, Whoopi Hurt, Geoffrey Heston, Michael Bolger"
"255",608,"Murder Antitrust",6,"11.99","2.99","4.01","0.25","25","68.77","23","Kirk Jovovich, Mary Tandy, Christopher Berry, Susan Davis, Cameron Zellweger, Whoopi Hurt, Jada Ryder, Olympia Pfeiffer"
"255",4,"Affair Prejudice",5,"26.99","2.99","9.03","0.11","46","68.77","23","Jodie Degeneres, Scarlett Damon, Kenneth Pesci, Fay Winslet, Oprah Kilmer"
"266",782,"Shakespeare Saddle",6,"26.99","2.99","9.03","0.11","55","65.78","22","Christian Gable, Sandra Kilmer, James Pitt, Chris Bridges, Warren Jackman, Russell Temple"
"266",800,"Sinners Atlantis",7,"19.99","2.99","6.69","0.15","47","65.78","22","Helen Voight, Christian Akroyd, Laura Brody, Laurence Bullock"
"266",823,"South Wait",4,"21.99","2.99","7.35","0.14","30","65.78","22","Michelle Mcconaughey, Gary Penn"
"266",428,"Homicide Peach",6,"21.99","2.99","7.35","0.14","45","65.78","22","Bob Fawcett, Frances Day-Lewis, Jayne Neeson, Groucho Sinatra, Mae Hoffman, Kenneth Torn, Harrison Bale, Albert Nolte"
"266",252,"Dream Pickup",6,"18.99","2.99","6.35","0.16","39","65.78","22","Milla Peck, Jodie Degeneres, Humphrey Willis, Jon Chase"
"266",25,"Angels Life",3,"15.99","2.99","5.35","0.19","17","65.78","22","Penelope Guiness, Jennifer Davis, Grace Mostel, Julia Barrymore, Christopher Berry, Ed Mansfield, Nick Degeneres, Laurence Bullock, Renee Ball"
"266",15,"Alien Center",5,"10.99","2.99","3.68","0.27","19","65.78","22","Burt Dukakis, Kenneth Paltrow, Sidney Crowe, Renee Tracy, Humphrey Willis, Mena Hopper"
"266",322,"Flatliners Killer",5,"29.99","2.99","10.03","0.10","51","65.78","22","Nick Stallone, Gary Penn, Kenneth Torn, Jim Mostel, Russell Bacall, Morgan Hopkins, Scarlett Bening, Mena Hopper, Rock Dukakis"
"266",415,"High Encino",3,"23.99","2.99","8.02","0.12","25","65.78","22","Vivien Bergen, Julia Mcqueen, Goldie Brody, Milla Keitel, Oprah Kilmer, Ed Guiness, Meryl Allen"
"266",772,"Sea Virgin",4,"24.99","2.99","8.36","0.12","34","65.78","22","Goldie Brody, Dustin Tautou, Gary Penn, Russell Bacall, Cate Harris, Emily Dee, William Hackman, Humphrey Garland"
"266",59,"Bear Graceland",4,"20.99","2.99","7.02","0.14","29","65.78","22","Scarlett Damon, Penelope Cronyn, Ben Harris"
"277",321,"Flash Wars",3,"21.99","4.99","4.41","0.23","14","64.87","13","Nick Wahlberg, Matthew Johansson, Dan Torn, Kirsten Paltrow, Sandra Peck, Milla Keitel, Greta Malden"
"277",639,"Opposite Necklace",7,"9.99","4.99","2.00","0.50","14","64.87","13","Christian Neeson, Matthew Leigh, Groucho Dunst, Lucille Dee, Groucho Williams, Debbie Akroyd"
"277",867,"Super Wyoming",5,"10.99","4.99","2.20","0.45","11","64.87","13","Tom Miranda, Nick Degeneres, Humphrey Garland"
"277",568,"Memento Zoolander",4,"11.99","4.99","2.40","0.42","10","64.87","13","Tom Miranda, Angelina Astaire, Kirsten Akroyd, Susan Davis, Albert Nolte, Mary Keitel"
"277",98,"Bright Encounters",4,"12.99","4.99","2.60","0.38","11","64.87","13","Cameron Zellweger, Albert Nolte, Renee Ball, Meryl Allen"
"277",597,"Moonwalker Fool",5,"12.99","4.99","2.60","0.38","13","64.87","13","Zero Cage, Uma Wood, Woody Hoffman, Ray Johansson, Daryl Crawford, Humphrey Garland, Mary Keitel"
"277",133,"Chamber Italian",7,"14.99","4.99","3.00","0.33","21","64.87","13","Alec Wayne, Henry Berry, Rip Winslet, Gina Degeneres, Adam Hopper, Richard Penn, Emily Dee"
"277",661,"Past Suicides",5,"17.99","4.99","3.61","0.28","19","64.87","13","Gene Willis, Harrison Bale, Kim Allen, Greta Malden, Groucho Williams, Humphrey Garland"
"277",711,"Raging Airplane",4,"18.99","4.99","3.81","0.26","16","64.87","13","Bob Fawcett, Minnie Zellweger, John Suvari"
"277",765,"Saturn Name",7,"18.99","4.99","3.81","0.26","27","64.87","13","Angelina Astaire, Chris Bridges"
"277",65,"Behavior Runaway",3,"20.99","4.99","4.21","0.24","13","64.87","13","Tim Hackman, Reese Kilmer, Daryl Wahlberg, Rita Reynolds, Ed Guiness"
"277",177,"Connecticut Tramp",4,"20.99","4.99","4.21","0.24","17","64.87","13","Karl Berry, Fred Costner, Johnny Cage, Henry Berry, Meg Hawke, Albert Johansson, Vivien Basinger"
"277",134,"Champion Flatliners",4,"21.99","4.99","4.41","0.23","18","64.87","13","Frances Day-Lewis, Jude Cruise, Cameron Wray, Gene Willis"
"277",929,"Usual Untouchables",5,"21.99","4.99","4.41","0.23","23","64.87","13","Christian Gable, Audrey Olivier, Greg Chaplin, Kenneth Pesci, Kirsten Akroyd"
"277",71,"Bilko Anonymous",3,"25.99","4.99","5.21","0.19","16","64.87","13","Goldie Brody, Ellen Presley, Russell Close"
"277",145,"Chisum Behavior",5,"25.99","4.99","5.21","0.19","27","64.87","13","Nick Wahlberg, Gene Hopkins, Fay Winslet, Julia Fawcett"
"277",202,"Daddy Pittsburgh",5,"26.99","4.99","5.41","0.18","28","64.87","13","Johnny Lollobrigida, Kenneth Paltrow, Michelle Mcconaughey, Kevin Garland, Daryl Crawford"
"277",151,"Cincinatti Whisperer",5,"26.99","4.99","5.41","0.18","28","64.87","13","Anne Cronyn, Russell Bacall, Cuba Allen, Julianne Dench"
"277",994,"Wyoming Storm",6,"29.99","4.99","6.01","0.17","37","64.87","13","Bette Nicholson, Woody Hoffman, Sidney Crowe, Harrison Bale, Penelope Monroe, Julia Zellweger"
"277",487,"Jingle Sagebrush",6,"29.99","4.99","6.01","0.17","37","64.87","13","Kim Allen, Groucho Williams"
"297",193,"Crossroads Casualties",5,"20.99","2.99","7.02","0.14","36","62.79","21","Bette Nicholson, Kenneth Pesci, Kenneth Torn, Frances Tomei, Ed Mansfield, Russell Temple, Meryl Gibson, Ed Guiness"
"297",806,"Sleepy Japanese",4,"25.99","2.99","8.69","0.12","35","62.79","21","Grace Mostel, Adam Hopper, Richard Penn, Ed Mansfield, Audrey Bailey, Mary Keitel"
"297",83,"Blues Instinct",5,"18.99","2.99","6.35","0.16","32","62.79","21","Cameron Streep, Groucho Dunst, Salma Nolte, Matthew Carrey"
"297",274,"Egg Igby",4,"20.99","2.99","7.02","0.14","29","62.79","21","Lucille Tracy, Tom Mckellen, Natalie Hopkins, Meryl Gibson, Oprah Kilmer"
"297",37,"Arizona Bang",3,"28.99","2.99","9.70","0.10","30","62.79","21","Karl Berry, Ray Johansson, Russell Bacall, Greta Keitel"
"297",49,"Badman Dawn",6,"22.99","2.99","7.69","0.13","47","62.79","21","Ben Willis, Harrison Bale, Cuba Allen, Warren Jackman, Greta Keitel, Olympia Pfeiffer, Alan Dreyfuss, Thora Temple"
"297",69,"Beverly Outlaw",3,"21.99","2.99","7.35","0.14","23","62.79","21","Sandra Peck, Jodie Degeneres, Ralph Cruz, John Suvari"
"297",138,"Chariots Conspiracy",5,"29.99","2.99","10.03","0.10","51","62.79","21","Gina Degeneres, Michael Bolger"
"297",514,"Lebowski Soldiers",6,"17.99","2.99","6.02","0.17","37","62.79","21","Joe Swank, Richard Penn, Albert Johansson"
"297",67,"Berets Agent",5,"24.99","2.99","8.36","0.12","42","62.79","21","Grace Mostel, Julia Barrymore, Jessica Bailey, Julianne Dench, Cate Harris, Angela Witherspoon, Ian Tandy, William Hackman, Meryl Allen, Julia Fawcett"
"297",57,"Basic Easy",4,"18.99","2.99","6.35","0.16","26","62.79","21","Jessica Bailey, Penelope Monroe, Greta Keitel, Ewan Gooding, Emily Dee, Groucho Williams"
"297",22,"Amistad Midsummer",6,"10.99","2.99","3.68","0.27","23","62.79","21","Cary Mcconaughey, Daryl Wahlberg, Salma Nolte, Scarlett Bening"
"297",841,"Star Operation",5,"9.99","2.99","3.34","0.30","17","62.79","21","Johnny Lollobrigida, Susan Davis, Morgan Mcdormand, Morgan Williams, Will Wilson"
"297",6,"Agent Truman",3,"17.99","2.99","6.02","0.17","19","62.79","21","Kirsten Paltrow, Sandra Kilmer, Jayne Neeson, Warren Nolte, Morgan Williams, Kenneth Hoffman, Reese West"
"297",235,"Divide Monster",6,"13.99","2.99","4.68","0.21","29","62.79","21","Sandra Kilmer, Christian Akroyd, Henry Berry, Christian Neeson, Alan Dreyfuss, Gene Mckellen"
"297",930,"Vacation Boondock",4,"23.99","2.99","8.02","0.12","33","62.79","21","Christian Gable, Fay Kilmer, Meg Hawke, Greta Keitel, Adam Hopper, Lisa Monroe"
"297",129,"Cause Date",3,"16.99","2.99","5.68","0.18","18","62.79","21","Penelope Pinkett, Dustin Tautou, Jayne Neeson, William Hackman, Jayne Silverstone, Reese West"
