"customer_id","latest_payment_day","normalized_latest_payment_day","total_sales_per_customer","normalized_total_sales_per_customer","number_of_perchase_by_id","normalized_number_of_perchase_by_id","r","f","m"
325,"2007-04-30 18:14:55.996577","0.58823529411764705882","72.82","0.24447227970809280035","18","0.28947368421052631579",3,2,2
90,"2007-04-30 23:21:06.996577","0.58823529411764705882","110.72","0.45087681080492321098","28","0.55263157894736842105",3,3,3
443,"2007-04-30 18:36:10.996577","0.58823529411764705882","93.79","0.35867552554187996950","21","0.36842105263157894737",3,2,2
387,"2007-04-28 16:55:55.996577","0.52941176470588235294","79.78","0.28237664742402788367","22","0.39473684210526315789",3,2,2
484,"2007-04-30 21:50:46.996577","0.58823529411764705882","128.73","0.54895980829974948263","27","0.52631578947368421053",3,3,3
334,"2007-05-14 13:44:29.996577","1.00000000000000000000","108.75","0.44014813201176342446","25","0.47368421052631578947",5,3,3
144,"2007-04-30 10:10:36.996577","0.58823529411764705882","189.60","0.88045964491885415532","40","0.86842105263157894737",3,5,5
558,"2007-04-29 23:08:09.996577","0.55882352941176470588","135.72","0.58702755691101187235","28","0.55263157894736842105",3,3,3
540,"2007-04-30 09:59:17.996577","0.58823529411764705882","112.76","0.46198671168718004575","24","0.44736842105263157895",3,3,3
39,"2007-04-30 20:04:33.996577","0.58823529411764705882","141.71","0.61964927567803071561","29","0.57894736842105263158",3,4,3
168,"2007-05-14 13:44:29.996577","1.00000000000000000000","129.68","0.55413353665178085176","32","0.65789473684210526316",5,3,4
598,"2007-04-30 17:44:18.996577","0.58823529411764705882","83.78","0.30416076680100206949","22","0.39473684210526315789",3,2,2
471,"2007-04-30 22:30:36.996577","0.58823529411764705882","106.74","0.42920161202483389609","26","0.50000000000000000000",3,3,3
526,"2007-04-30 23:07:21.996577","0.58823529411764705882","208.58","0.98382529136259666703","42","0.92105263157894736842",3,5,5
393,"2007-04-30 21:08:57.996577","0.58823529411764705882","115.71","0.47805249972769850779","29","0.57894736842105263158",3,3,3
287,"2007-05-14 13:44:29.996577","1.00000000000000000000","80.78","0.28782267726827143013","22","0.39473684210526315789",5,2,2
524,"2007-04-29 07:58:10.996577","0.55882352941176470588","81.83","0.29354100860472715390","17","0.26315789473684210526",3,2,2
464,"2007-04-30 02:04:00.996577","0.55882352941176470588","67.86","0.21745997168064480993","14","0.18421052631578947368",3,2,1
312,"2007-04-30 09:28:20.996577","0.58823529411764705882","81.80","0.29337762770939984751","20","0.34210526315789473684",3,2,2
167,"2007-04-30 00:57:05.996577","0.55882352941176470588","108.71","0.43993029081799368261","29","0.57894736842105263158",3,3,3
498,"2007-04-30 05:28:34.996577","0.55882352941176470588","82.76","0.29860581635987365211","24","0.44736842105263157895",3,2,3
277,"2007-04-30 12:49:25.996577","0.58823529411764705882","108.76","0.44020259231020585993","24","0.44736842105263157895",3,3,3
290,"2007-04-30 23:02:18.996577","0.58823529411764705882","80.78","0.28782267726827143013","22","0.39473684210526315789",3,2,2
494,"2007-04-30 22:52:43.996577","0.58823529411764705882","135.70","0.58691863631412700142","30","0.60526315789473684211",3,3,4
469,"2007-04-30 18:27:08.996577","0.58823529411764705882","158.65","0.71190502123951639255","35","0.73684210526315789474",3,4,4
300,"2007-05-14 13:44:29.996577","1.00000000000000000000","123.74","0.52178411937697418582","26","0.50000000000000000000",5,3,3
118,"2007-04-30 17:33:01.996577","0.58823529411764705882","76.80","0.26614747848818211524","20","0.34210526315789473684",3,2,2
317,"2007-05-14 13:44:29.996577","1.00000000000000000000","96.76","0.37485023417928330247","24","0.44736842105263157895",5,2,3
284,"2007-05-14 13:44:29.996577","1.00000000000000000000","108.78","0.44031151290709073086","21","0.36842105263157894737",5,3,2
342,"2007-04-30 23:30:48.996577","0.58823529411764705882","130.68","0.55957956649602439821","32","0.65789473684210526316",3,3,4
488,"2007-04-30 23:51:26.996577","0.58823529411764705882","95.78","0.36951312493192462695","22","0.39473684210526315789",3,2,2
126,"2007-04-30 22:20:47.996577","0.58823529411764705882","102.75","0.40747195294630214574","25","0.47368421052631578947",3,3,3
194,"2007-04-30 05:53:21.996577","0.55882352941176470588","74.84","0.25547325999346476419","16","0.23684210526315789474",3,2,2
360,"2007-04-30 16:57:52.996577","0.58823529411764705882","144.68","0.63582398431543404858","32","0.65789473684210526316",3,4,4
463,"2007-04-30 18:50:43.996577","0.58823529411764705882","89.76","0.33672802526957847729","24","0.44736842105263157895",3,2,3
99,"2007-05-14 13:44:29.996577","1.00000000000000000000","90.77","0.34222851541226445921","23","0.42105263157894736842",5,2,3
476,"2007-05-14 13:44:29.996577","1.00000000000000000000","87.80","0.32605380677486112624","20","0.34210526315789473684",5,2,2
367,"2007-04-30 19:48:39.996577","0.58823529411764705882","97.80","0.38051410521729659079","20","0.34210526315789473684",3,2,2
374,"2007-05-14 13:44:29.996577","1.00000000000000000000","98.75","0.38568783356932795992","25","0.47368421052631578947",5,2,3
588,"2007-04-30 17:25:55.996577","0.58823529411764705882","107.73","0.43459318157063500708","27","0.52631578947368421053",3,3,3
41,"2007-05-14 13:44:29.996577","1.00000000000000000000","118.75","0.49460843045419888901","25","0.47368421052631578947",5,3,3
46,"2007-04-30 18:44:47.996577","0.58823529411764705882","131.69","0.56508005663871038013","31","0.63157894736842105263",3,3,4
206,"2007-04-30 21:34:10.996577","0.58823529411764705882","126.73","0.53806774861126238972","27","0.52631578947368421053",3,3,3
439,"2007-04-30 15:50:05.996577","0.58823529411764705882","137.67","0.59764731510728678793","33","0.68421052631578947368",3,3,4
224,"2007-04-30 10:34:24.996577","0.58823529411764705882","76.78","0.26603855789129724431","22","0.39473684210526315789",3,2,2
586,"2007-04-30 12:38:14.996577","0.58823529411764705882","50.83","0.12471408343317721381","17","0.26315789473684210526",3,1,2
53,"2007-05-14 13:44:29.996577","1.00000000000000000000","88.76","0.33128199542533493084","23","0.42105263157894736842",5,2,3
32,"2007-04-30 00:10:29.996577","0.55882352941176470588","112.74","0.46187779109029517482","26","0.50000000000000000000",3,3,3
572,"2007-04-30 23:16:05.996577","0.58823529411764705882","100.76","0.39663435355625748829","24","0.44736842105263157895",3,2,3
336,"2007-05-14 13:44:29.996577","1.00000000000000000000","93.78","0.35862106524343753404","22","0.39473684210526315789",5,2,2
318,"2007-04-30 16:54:17.996577","0.58823529411764705882","27.93","0.00000000000000000000","7","0.00000000000000000000",3,1,1
275,"2007-04-30 12:59:57.996577","0.58823529411764705882","92.75","0.35301165450386668119","25","0.47368421052631578947",3,2,3
247,"2007-04-28 12:17:04.996577","0.52941176470588235294","88.81","0.33155429691754710816","19","0.31578947368421052632",3,2,2
260,"2007-04-30 10:19:20.996577","0.58823529411764705882","113.70","0.46710597974076897941","30","0.60526315789473684211",3,3,4
423,"2007-04-30 04:23:57.996577","0.55882352941176470588","120.74","0.50544602984424354645","26","0.50000000000000000000",3,3,3
136,"2007-04-30 15:43:53.996577","0.58823529411764705882","59.86","0.17389173292669643830","14","0.18421052631578947368",3,1,1
139,"2007-04-30 19:16:57.996577","0.58823529411764705882","113.73","0.46726936063609628581","27","0.52631578947368421053",3,3,3
442,"2007-04-30 17:13:56.996577","0.58823529411764705882","104.71","0.41814617144101949679","29","0.57894736842105263158",3,3,3
354,"2007-05-14 13:44:29.996577","1.00000000000000000000","125.67","0.53229495697636423048","32","0.65789473684210526316",5,3,4
12,"2007-04-30 12:18:09.996577","0.58823529411764705882","93.74","0.35840322404966779218","26","0.50000000000000000000",3,2,3
593,"2007-04-30 21:59:57.996577","0.58823529411764705882","101.76","0.40208038340050103475","24","0.44736842105263157895",3,3,3
479,"2007-05-14 13:44:29.996577","1.00000000000000000000","134.71","0.58152706676832589043","29","0.57894736842105263158",5,3,3
293,"2007-04-30 08:07:41.996577","0.58823529411764705882","107.79","0.43491994336128961987","21","0.36842105263157894737",3,3,2
411,"2007-05-14 13:44:29.996577","1.00000000000000000000","73.76","0.24959154776168173402","24","0.44736842105263157895",5,2,3
425,"2007-04-30 21:41:00.996577","0.58823529411764705882","98.75","0.38568783356932795992","25","0.47368421052631578947",3,2,3
495,"2007-05-14 13:44:29.996577","1.00000000000000000000","110.76","0.45109465199869295284","24","0.44736842105263157895",5,3,3
154,"2007-04-30 14:00:54.996577","0.58823529411764705882","110.73","0.45093127110336564644","27","0.52631578947368421053",3,3,3
234,"2007-05-14 13:44:29.996577","1.00000000000000000000","106.75","0.42925607232327633155","25","0.47368421052631578947",5,3,3
316,"2007-04-30 22:51:05.996577","0.58823529411764705882","80.81","0.28798605816359873652","19","0.31578947368421052632",3,2,2
474,"2007-05-14 13:44:29.996577","1.00000000000000000000","92.75","0.35301165450386668119","25","0.47368421052631578947",5,2,3
403,"2007-04-30 22:04:08.996577","0.58823529411764705882","162.67","0.73379806121337544930","33","0.68421052631578947368",3,4,4
256,"2007-04-30 19:39:22.996577","0.58823529411764705882","97.75","0.38024180372508441346","25","0.47368421052631578947",3,2,3
332,"2007-04-30 17:55:48.996577","0.58823529411764705882","107.74","0.43464764186907744254","26","0.50000000000000000000",3,3,3
33,"2007-05-14 13:44:29.996577","1.00000000000000000000","88.80","0.33149983661910467269","20","0.34210526315789473684",5,2,2
422,"2007-05-14 13:44:29.996577","1.00000000000000000000","96.75","0.37479577388084086701","25","0.47368421052631578947",5,2,3
549,"2007-04-30 22:53:31.996577","0.58823529411764705882","62.84","0.19012090186254220673","16","0.23684210526315789474",3,1,2
264,"2007-05-14 13:44:29.996577","1.00000000000000000000","98.75","0.38568783356932795992","25","0.47368421052631578947",5,2,3
185,"2007-04-30 21:32:39.996577","0.58823529411764705882","79.80","0.28248556802091275460","20","0.34210526315789473684",3,2,2
215,"2007-05-14 13:44:29.996577","1.00000000000000000000","81.76","0.29315978651563010565","24","0.44736842105263157895",5,2,3
380,"2007-04-30 13:08:01.996577","0.58823529411764705882","132.65","0.57030824528918418473","35","0.73684210526315789474",3,3,4
130,"2007-04-30 20:47:42.996577","0.58823529411764705882","87.78","0.32594488617797625531","22","0.39473684210526315789",3,2,2
270,"2007-04-30 18:11:44.996577","0.58823529411764705882","75.81","0.26075590894238100425","19","0.31578947368421052632",3,2,2
23,"2007-05-14 13:44:29.996577","1.00000000000000000000","106.73","0.42914715172639146063","27","0.52631578947368421053",5,3,3
486,"2007-04-30 18:34:11.996577","0.58823529411764705882","100.77","0.39668881385469992376","23","0.42105263157894736842",3,2,3
435,"2007-04-30 13:30:59.996577","0.58823529411764705882","78.77","0.27687615728134190175","23","0.42105263157894736842",3,2,3
384,"2007-04-29 06:06:14.996577","0.52941176470588235294","77.79","0.27153904803398322623","21","0.36842105263157894737",3,2,2
351,"2007-04-30 19:49:25.996577","0.58823529411764705882","87.77","0.32589042587953381985","23","0.42105263157894736842",3,2,3
116,"2007-04-30 12:36:16.996577","0.58823529411764705882","106.74","0.42920161202483389609","26","0.50000000000000000000",3,3,3
552,"2007-04-30 16:38:22.996577","0.58823529411764705882","89.80","0.33694586646334821915","20","0.34210526315789473684",3,2,2
314,"2007-04-30 15:42:56.996577","0.58823529411764705882","113.71","0.46716044003921141488","29","0.57894736842105263158",3,3,3
386,"2007-04-30 05:18:32.996577","0.55882352941176470588","109.72","0.44543078096067966452","28","0.55263157894736842105",3,3,3
431,"2007-05-14 13:44:29.996577","1.00000000000000000000","92.78","0.35317503539919398758","22","0.39473684210526315789",5,2,2
426,"2007-04-30 21:58:17.996577","0.58823529411764705882","125.74","0.53267617906546127873","26","0.50000000000000000000",3,3,3
433,"2007-04-30 14:43:03.996577","0.58823529411764705882","113.77","0.46748720182986602767","23","0.42105263157894736842",3,3,3
364,"2007-04-30 18:56:35.996577","0.58823529411764705882","89.78","0.33683694586646334822","22","0.39473684210526315789",3,2,2
491,"2007-04-30 22:11:30.996577","0.58823529411764705882","120.75","0.50550049014268598192","25","0.47368421052631578947",3,3,3
462,"2007-04-30 12:34:10.996577","0.58823529411764705882","152.69","0.67944668336782485568","31","0.63157894736842105263",3,4,4
299,"2007-04-30 23:19:20.996577","0.58823529411764705882","84.79","0.30966125694368805141","21","0.36842105263157894737",3,2,2
169,"2007-04-30 11:12:06.996577","0.58823529411764705882","86.80","0.32060777693061757978","20","0.34210526315789473684",3,2,2
92,"2007-04-30 12:26:20.996577","0.58823529411764705882","122.74","0.51633808953273063936","26","0.50000000000000000000",3,3,3
345,"2007-04-30 23:32:54.996577","0.58823529411764705882","104.79","0.41858185382855898050","21","0.36842105263157894737",3,3,2
541,"2007-04-30 02:12:09.996577","0.55882352941176470588","95.78","0.36951312493192462695","22","0.39473684210526315789",3,2,2
436,"2007-04-30 23:34:53.996577","0.58823529411764705882","126.73","0.53806774861126238972","27","0.52631578947368421053",3,3,3
180,"2007-05-14 13:44:29.996577","1.00000000000000000000","95.78","0.36951312493192462695","22","0.39473684210526315789",5,2,2
437,"2007-04-30 16:28:54.996577","0.58823529411764705882","85.80","0.31516174708637403333","20","0.34210526315789473684",3,2,2
236,"2007-05-14 13:44:29.996577","1.00000000000000000000","166.61","0.75525541879969502233","39","0.84210526315789473684",5,4,5
263,"2007-05-14 13:44:29.996577","1.00000000000000000000","116.73","0.48360745016882692517","27","0.52631578947368421053",5,3,3
197,"2007-04-30 21:35:06.996577","0.58823529411764705882","133.68","0.57591765602875503758","32","0.65789473684210526316",3,3,4
135,"2007-05-14 13:44:29.996577","1.00000000000000000000","100.72","0.39641651236248774643","28","0.55263157894736842105",5,2,3
493,"2007-05-14 13:44:29.996577","1.00000000000000000000","104.78","0.41852739353011654504","22","0.39473684210526315789",5,3,2
470,"2007-04-30 19:37:07.996577","0.58823529411764705882","157.69","0.70667683258904258795","31","0.63157894736842105263",3,4,4
454,"2007-04-30 17:32:56.996577","0.58823529411764705882","143.68","0.63037795447119050212","32","0.65789473684210526316",3,4,4
482,"2007-04-30 12:00:57.996577","0.58823529411764705882","125.74","0.53267617906546127873","26","0.50000000000000000000",3,3,3
227,"2007-05-14 13:44:29.996577","1.00000000000000000000","78.78","0.27693061757978433722","22","0.39473684210526315789",5,2,2
500,"2007-04-30 14:27:34.996577","0.58823529411764705882","96.75","0.37479577388084086701","25","0.47368421052631578947",3,2,3
149,"2007-04-30 20:59:15.996577","0.58823529411764705882","116.75","0.48371637076571179610","25","0.47368421052631578947",3,3,3
478,"2007-04-30 20:08:14.996577","0.58823529411764705882","86.81","0.32066223722906001525","19","0.31578947368421052632",3,2,2
311,"2007-04-30 22:31:04.996577","0.58823529411764705882","80.85","0.28820389935736847838","15","0.21052631578947368421",3,2,2
73,"2007-05-14 13:44:29.996577","1.00000000000000000000","89.78","0.33683694586646334822","22","0.39473684210526315789",5,2,2
577,"2007-04-29 14:18:03.996577","0.55882352941176470588","111.74","0.45643176124605162836","26","0.50000000000000000000",3,3,3
103,"2007-04-30 18:10:33.996577","0.58823529411764705882","128.71","0.54885088770286461170","29","0.57894736842105263158",3,3,3
505,"2007-05-14 13:44:29.996577","1.00000000000000000000","91.81","0.34789238645027774752","19","0.31578947368421052632",5,2,2
280,"2007-04-30 07:17:52.996577","0.55882352941176470588","103.77","0.41302690338743056312","23","0.42105263157894736842",3,3,3
239,"2007-04-30 11:33:55.996577","0.58823529411764705882","108.72","0.43998475111643611807","28","0.55263157894736842105",3,3,3
121,"2007-04-30 02:28:45.996577","0.55882352941176470588","104.75","0.41836401263478923865","25","0.47368421052631578947",3,3,3
88,"2007-04-29 15:12:05.996577","0.55882352941176470588","84.80","0.30971571724213048688","20","0.34210526315789473684",3,2,2
420,"2007-04-30 17:12:42.996577","0.58823529411764705882","74.80","0.25525541879969502233","20","0.34210526315789473684",3,2,2
188,"2007-05-14 13:44:29.996577","1.00000000000000000000","92.75","0.35301165450386668119","25","0.47368421052631578947",5,2,3
461,"2007-04-30 22:26:56.996577","0.58823529411764705882","90.73","0.34201067421849471735","27","0.52631578947368421053",3,2,3
240,"2007-04-29 23:39:37.996577","0.55882352941176470588","106.77","0.42936499292016120248","23","0.42105263157894736842",3,3,3
561,"2007-05-14 13:44:29.996577","1.00000000000000000000","86.75","0.32033547543840540246","25","0.47368421052631578947",5,2,3
328,"2007-04-30 10:36:01.996577","0.58823529411764705882","65.83","0.20640453109683041063","17","0.26315789473684210526",3,2,2
525,"2007-05-14 13:44:29.996577","1.00000000000000000000","68.82","0.22268816033111861453","18","0.28947368421052631579",5,2,2
196,"2007-04-30 22:57:04.996577","0.58823529411764705882","128.69","0.54874196710597974077","31","0.63157894736842105263",3,3,4
291,"2007-04-30 13:24:12.996577","0.58823529411764705882","73.83","0.24997276985077878227","17","0.26315789473684210526",3,2,2
15,"2007-05-14 13:44:29.996577","1.00000000000000000000","134.68","0.58136368587299858403","31","0.63157894736842105263",5,3,4
226,"2007-04-29 12:33:38.996577","0.55882352941176470588","87.79","0.32599934647641869077","21","0.36842105263157894737",3,2,2
210,"2007-04-29 17:01:13.996577","0.55882352941176470588","134.70","0.58147260646988345496","30","0.60526315789473684211",3,3,4
48,"2007-04-30 18:46:53.996577","0.58823529411764705882","67.86","0.21745997168064480993","14","0.18421052631578947368",3,2,1
447,"2007-04-30 14:25:05.996577","0.58823529411764705882","109.73","0.44548524125912209999","27","0.52631578947368421053",3,3,3
298,"2007-04-29 17:00:39.996577","0.55882352941176470588","78.79","0.27698507787822677268","21","0.36842105263157894737",3,2,2
61,"2007-04-30 01:57:33.996577","0.55882352941176470588","57.87","0.16305413353665178085","13","0.15789473684210526316",3,1,1
81,"2007-04-30 20:48:35.996577","0.58823529411764705882","92.79","0.35322949569763642305","21","0.36842105263157894737",3,2,2
244,"2007-05-14 13:44:29.996577","1.00000000000000000000","122.70","0.51612024833896089751","30","0.60526315789473684211",5,3,4
468,"2007-04-30 05:34:55.996577","0.55882352941176470588","154.66","0.69017536216098464220","34","0.71052631578947368421",3,4,4
251,"2007-05-14 13:44:29.996577","1.00000000000000000000","100.75","0.39657989325781505283","25","0.47368421052631578947",5,2,3
204,"2007-04-30 18:34:50.996577","0.58823529411764705882","134.69","0.58141814617144101950","31","0.63157894736842105263",3,3,4
104,"2007-04-30 16:00:29.996577","0.58823529411764705882","77.78","0.27148458773554079076","22","0.39473684210526315789",3,2,2
5,"2007-05-14 13:44:29.996577","1.00000000000000000000","134.65","0.58120030497767127764","35","0.73684210526315789474",5,3,4
171,"2007-04-30 06:42:55.996577","0.55882352941176470588","104.75","0.41836401263478923865","25","0.47368421052631578947",3,3,3
456,"2007-04-29 17:41:41.996577","0.55882352941176470588","95.76","0.36940420433503975602","24","0.44736842105263157895",3,2,3
397,"2007-04-30 22:22:52.996577","0.58823529411764705882","104.72","0.41820063173946193225","28","0.55263157894736842105",3,3,3
531,"2007-04-30 07:21:11.996577","0.55882352941176470588","110.77","0.45114911229713538830","23","0.42105263157894736842",3,3,3
427,"2007-04-30 15:28:17.996577","0.58823529411764705882","107.77","0.43481102276440474894","23","0.42105263157894736842",3,3,3
283,"2007-04-30 21:41:19.996577","0.58823529411764705882","68.77","0.22241585883890643721","23","0.42105263157894736842",3,2,3
347,"2007-04-30 12:06:17.996577","0.58823529411764705882","142.70","0.62504084522383182660","30","0.60526315789473684211",3,4,4
179,"2007-04-30 22:13:49.996577","0.58823529411764705882","120.74","0.50544602984424354645","26","0.50000000000000000000",3,3,3
546,"2007-04-30 19:44:46.996577","0.58823529411764705882","94.76","0.36395817449079620956","24","0.44736842105263157895",3,2,3
562,"2007-04-28 18:25:57.996577","0.52941176470588235294","97.78","0.38040518462041171986","22","0.39473684210526315789",3,2,2
297,"2007-04-30 20:58:36.996577","0.58823529411764705882","99.74","0.39107940311512907091","26","0.50000000000000000000",3,2,3
321,"2007-04-30 15:36:57.996577","0.58823529411764705882","93.83","0.35889336673564971136","17","0.26315789473684210526",3,2,2
361,"2007-05-14 13:44:29.996577","1.00000000000000000000","89.71","0.33645572377736629997","28","0.55263157894736842105",5,2,3
303,"2007-04-30 23:25:13.996577","0.58823529411764705882","70.81","0.23352575972116327197","19","0.31578947368421052632",3,2,2
105,"2007-04-30 11:25:10.996577","0.58823529411764705882","93.78","0.35862106524343753404","22","0.39473684210526315789",3,2,2
402,"2007-04-30 08:36:59.996577","0.58823529411764705882","77.81","0.27164796863086809716","19","0.31578947368421052632",3,2,2
472,"2007-05-14 13:44:29.996577","1.00000000000000000000","131.74","0.56535235813092255746","26","0.50000000000000000000",5,3,3
444,"2007-04-30 03:34:28.996577","0.55882352941176470588","105.72","0.42364666158370547871","28","0.55263157894736842105",3,3,3
445,"2007-04-30 16:23:24.996577","0.58823529411764705882","96.76","0.37485023417928330247","24","0.44736842105263157895",3,2,3
233,"2007-04-30 01:17:46.996577","0.55882352941176470588","89.77","0.33678248556802091275","23","0.42105263157894736842",3,2,3
537,"2007-05-14 13:44:29.996577","1.00000000000000000000","98.76","0.38574229386777039538","24","0.44736842105263157895",5,2,3
93,"2007-04-28 22:44:49.996577","0.52941176470588235294","76.80","0.26614747848818211524","20","0.34210526315789473684",3,2,2
89,"2007-04-30 21:46:23.996577","0.58823529411764705882","124.71","0.52706676832589042588","29","0.57894736842105263158",3,3,3
373,"2007-05-14 13:44:29.996577","1.00000000000000000000","156.66","0.70106742184947173511","34","0.71052631578947368421",5,4,4
252,"2007-05-14 13:44:29.996577","1.00000000000000000000","58.80","0.16811894129179827905","20","0.34210526315789473684",5,1,2
31,"2007-04-30 03:22:22.996577","0.55882352941176470588","104.74","0.41830955233634680318","26","0.50000000000000000000",3,3,3
343,"2007-04-30 20:53:00.996577","0.58823529411764705882","106.77","0.42936499292016120248","23","0.42105263157894736842",3,3,3
467,"2007-04-29 18:10:59.996577","0.55882352941176470588","134.72","0.58158152706676832589","28","0.55263157894736842105",3,3,3
327,"2007-05-14 13:44:29.996577","1.00000000000000000000","74.81","0.25530987909813745779","19","0.31578947368421052632",5,2,2
253,"2007-04-30 02:44:40.996577","0.55882352941176470588","116.74","0.48366191046726936064","26","0.50000000000000000000",3,3,3
14,"2007-05-14 13:44:29.996577","1.00000000000000000000","96.77","0.37490469447772573794","23","0.42105263157894736842",5,2,3
581,"2007-04-30 20:31:00.996577","0.58823529411764705882","97.75","0.38024180372508441346","25","0.47368421052631578947",3,2,3
109,"2007-04-30 12:08:08.996577","0.58823529411764705882","79.81","0.28254002831935519007","19","0.31578947368421052632",3,2,2
497,"2007-05-14 13:44:29.996577","1.00000000000000000000","121.73","0.51083759939004465744","27","0.52631578947368421053",5,3,3
155,"2007-05-14 13:44:29.996577","1.00000000000000000000","106.76","0.42931053262171876702","23","0.42105263157894736842",5,3,3
133,"2007-04-30 10:16:14.996577","0.58823529411764705882","88.75","0.33122753512689249537","25","0.47368421052631578947",3,2,3
416,"2007-04-30 17:53:16.996577","0.58823529411764705882","113.72","0.46721490033765385034","28","0.55263157894736842105",3,3,3
195,"2007-04-30 15:58:57.996577","0.58823529411764705882","86.81","0.32066223722906001525","19","0.31578947368421052632",3,2,2
199,"2007-05-14 13:44:29.996577","1.00000000000000000000","95.76","0.36940420433503975602","24","0.44736842105263157895",5,2,3
372,"2007-04-30 08:19:40.996577","0.58823529411764705882","152.68","0.67939222306938242022","32","0.65789473684210526316",3,4,4
369,"2007-05-14 13:44:29.996577","1.00000000000000000000","69.79","0.22797080928003485459","21","0.36842105263157894737",5,2,2
441,"2007-05-14 13:44:29.996577","1.00000000000000000000","107.73","0.43459318157063500708","27","0.52631578947368421053",5,3,3
339,"2007-04-30 11:22:29.996577","0.58823529411764705882","95.76","0.36940420433503975602","24","0.44736842105263157895",3,2,3
243,"2007-04-30 22:58:10.996577","0.58823529411764705882","77.77","0.27143012743709835530","23","0.42105263157894736842",3,2,3
335,"2007-05-14 13:44:29.996577","1.00000000000000000000","73.78","0.24970046835856660494","22","0.39473684210526315789",5,2,2
591,"2007-04-30 05:16:59.996577","0.55882352941176470588","134.73","0.58163598736521076135","27","0.52631578947368421053",3,3,3
383,"2007-04-30 05:09:13.996577","0.55882352941176470588","93.75","0.35845768434811022764","25","0.47368421052631578947",3,2,3
230,"2007-04-30 17:48:44.996577","0.58823529411764705882","118.69","0.49428166866354427622","31","0.63157894736842105263",3,3,4
301,"2007-04-30 19:59:28.996577","0.58823529411764705882","71.85","0.23918963075917656029","15","0.21052631578947368421",3,2,2
7,"2007-04-30 02:58:29.996577","0.55882352941176470588","130.72","0.55979740768979414007","28","0.55263157894736842105",3,3,3
254,"2007-04-30 22:21:12.996577","0.58823529411764705882","107.70","0.43442980067530770069","30","0.60526315789473684211",3,3,4
503,"2007-04-30 15:19:37.996577","0.58823529411764705882","99.72","0.39097048251824419998","28","0.55263157894736842105",3,2,3
377,"2007-04-30 22:36:27.996577","0.58823529411764705882","93.74","0.35840322404966779218","26","0.50000000000000000000",3,2,3
78,"2007-04-30 06:00:11.996577","0.55882352941176470588","141.69","0.61954035508114584468","31","0.63157894736842105263",3,4,4
573,"2007-04-30 15:10:42.996577","0.58823529411764705882","117.72","0.48899901971462803616","28","0.55263157894736842105",3,3,3
159,"2007-04-30 13:23:37.996577","0.58823529411764705882","58.83","0.16828232218712558545","17","0.26315789473684210526",3,1,2
250,"2007-04-30 07:14:14.996577","0.55882352941176470588","54.85","0.14660712340703627056","15","0.21052631578947368421",3,1,2
432,"2007-04-30 15:40:49.996577","0.58823529411764705882","93.80","0.35872998584032240497","20","0.34210526315789473684",3,2,2
20,"2007-04-30 21:22:18.996577","0.58823529411764705882","103.73","0.41280906219366082126","27","0.52631578947368421053",3,3,3
319,"2007-04-30 05:03:47.996577","0.55882352941176470588","93.79","0.35867552554187996950","21","0.36842105263157894737",3,2,2
1,"2007-04-30 01:10:44.996577","0.55882352941176470588","114.70","0.47255200958501252587","30","0.60526315789473684211",3,3,4
76,"2007-04-30 18:37:58.996577","0.58823529411764705882","74.79","0.25520095850125258686","21","0.36842105263157894737",3,2,2
106,"2007-04-30 23:31:44.996577","0.58823529411764705882","95.79","0.36956758523036706241","21","0.36842105263157894737",3,2,2
517,"2007-04-30 17:53:39.996577","0.58823529411764705882","100.76","0.39663435355625748829","24","0.44736842105263157895",3,2,3
178,"2007-05-14 13:44:29.996577","1.00000000000000000000","194.61","0.90774425443851432306","39","0.84210526315789473684",5,5,5
129,"2007-04-30 21:52:57.996577","0.58823529411764705882","124.66","0.52679446683367824856","34","0.71052631578947368421",3,3,4
203,"2007-04-30 03:49:58.996577","0.55882352941176470588","87.81","0.32610826707330356170","19","0.31578947368421052632",3,2,2
8,"2007-04-30 20:36:55.996577","0.58823529411764705882","85.77","0.31499836619104672694","23","0.42105263157894736842",3,2,3
585,"2007-05-14 13:44:29.996577","1.00000000000000000000","117.76","0.48921686090839777802","24","0.44736842105263157895",5,3,3
455,"2007-04-29 00:56:51.996577","0.52941176470588235294","85.78","0.31505282648948916240","22","0.39473684210526315789",3,2,2
346,"2007-04-30 13:40:39.996577","0.58823529411764705882","145.70","0.64137893475656246596","30","0.60526315789473684211",3,4,4
71,"2007-04-30 02:00:55.996577","0.55882352941176470588","116.72","0.48355298987038448971","28","0.55263157894736842105",3,3,3
370,"2007-04-30 19:07:01.996577","0.58823529411764705882","70.81","0.23352575972116327197","19","0.31578947368421052632",3,2,2
267,"2007-05-14 13:44:29.996577","1.00000000000000000000","142.67","0.62487746432850452020","32","0.65789473684210526316",5,4,4
68,"2007-04-30 23:53:48.996577","0.58823529411764705882","94.78","0.36406709508768108049","22","0.39473684210526315789",3,2,2
448,"2007-05-14 13:44:29.996577","1.00000000000000000000","127.73","0.54351377845550593617","26","0.50000000000000000000",5,3,3
146,"2007-04-28 23:07:07.996577","0.52941176470588235294","126.73","0.53806774861126238972","27","0.52631578947368421053",3,3,3
80,"2007-05-14 13:44:29.996577","1.00000000000000000000","137.70","0.59781069600261409433","30","0.60526315789473684211",5,3,4
396,"2007-04-30 23:03:08.996577","0.58823529411764705882","105.74","0.42375558218059034964","26","0.50000000000000000000",3,3,3
